first_name, last_name, email        , gender     , Credit_Card, card_type                , money     , bank_name                                                                                                         , occupation                          , race                                             , university                                                                          , latitude, longtidue   , Country                         , street_address
*         , *        , ****@****.com, Female     , *          , diners-club-us-ca        , $414915.39, CITIZENS STATE BANK                                                                                               , Office Assistant II                 , Filipino                                         , Universidade Gama Filho                                                             , -6.8    , -37.7973839 , Brazil                          , *
*         , *        , ****@****.io , Female     , *          , diners-club-carte-blanche, $984501.00, WELLS FARGO BANK                                                                                                  , Paralegal                           , Cambodian                                        , China Agricultural University                                                       , 23.1    , 113.8146974 , China                           , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $3685.54  , STATE BANK AND TRUST COMPANY                                                                                      , Database Administrator III          , Bolivian                                         , Beijing University of Chinese Medicine and Pharmacology                             , 31.4    , 118.467943  , China                           , *
*         , *        , ****@****.com, Male       , *          , maestro                  , $238028.97, Raiffeisenbank Mattigtal eGen                                                                                     , Occupational Therapist              , Paiute                                           , Universidade Aberta Lisboa                                                          , 41.1    , -8.1579962  , Portugal                        , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $558354.51, Bank 1 Saar eG                                                                                                    , Assistant Media Planner             , Iroquois                                         , University of King's College                                                        , 49.5    , -117.2948343, Canada                          , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $556148.45, Edmond de Rothschild (Europe)                                                                                     , Legal Assistant                     , Cuban                                            , Far Eastern State University                                                        , 56.1    , 88.5278663  , Russia                          , *
*         , *        , ****@****.uk , Male       , *          , mastercard               , $262166.57, COMPASS BANK                                                                                                      , Chief Design Engineer               , Kiowa                                            , University of Luxemburg                                                             , 49.5    , 5.9634974   , Luxembourg                      , *
*         , *        , ****@****.com, Male       , *          , maestro                  , $690741.60, MAINSOURCE BANK                                                                                                   , Librarian                           , Pueblo                                           , Centro Universitário Monte Serrat                                                   , -23.4   , -51.4264048 , Brazil                          , *
*         , *        , ****@****.jp , Male       , *          , maestro                  , $692222.03, COMERICA BANK                                                                                                     , Mechanical Systems Engineer         , Thai                                             , Institut Teknologi Bandung                                                          , -8.1    , 111.8598395 , Indonesia                       , *
*         , *        , ****@****.ru , Genderfluid, *          , mastercard               , $928037.31, "Caixa Central - Caixa Central de Crédito Agrícola Mútuo, CRL"                                                    , Analyst Programmer                  , Asian Indian                                     , China Three Gorges University                                                       , 29.5    , 116.531035  , China                           , *
*         , *        , ****@****.com, Female     , *          , diners-club-enroute      , $933902.46, BANCO BPM SOCIETA' PER AZIONI                                                                                     , Sales Associate                     , Native Hawaiian and Other Pacific Islander (NHPI), University of San Agustin                                                           , 13.6    , 123.1689818 , Philippines                     , *
*         , *        , ****@****.ru , Male       , *          , jcb                      , $166648.90, Sparkasse Ried im Innkreis-Haag am Hausruck                                                                       , VP Accounting                       , Dominican (Dominican Republic)                   , Universidad Privada Boliviana                                                       , -16.9   , -67.4985857 , Bolivia                         , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $455613.62, BNP Paribas                                                                                                       , Nuclear Power Engineer              , Thai                                             , Saint Louis University                                                              , 12.6    , 123.6688    , Philippines                     , *
*         , *        , ****@****.com, Bigender   , *          , jcb                      , $659057.75, BYLINE BANK                                                                                                       , Financial Advisor                   , Guatemalan                                       , Universitas Bhayangkara Surabaya                                                    , -6.7    , 108.495859  , Indonesia                       , *
*         , *        , ****@****.com, Female     , *          , visa                     , $627328.72, UNIFY FINANCIAL FEDERAL CREDIT UNION                                                                              , Software Test Engineer II           , Bangladeshi                                      , Prague International University                                                     , 49.6    , 17.3525487  , Czech Republic                  , *
*         , *        , ****@****.com, Female     , *          , china-unionpay           , $127847.33, PNC BANK INC. - BALTIMORE                                                                                         , Help Desk Technician                , Seminole                                         , Universitas 17 Agustus 1945 Semarang                                                , -7.0    , 111.4350413 , Indonesia                       , *
*         , *        , ****@****.edu, Polygender , *          , switch                   , $475480.78, Raiffeisen Bank Lurnfeld-Mölltal eGen                                                                             , Structural Engineer                 , Houma                                            , Cheljabinsk State University                                                        , 59.9    , 30.3842343  , Russia                          , *
*         , *        , ****@****.edu, Female     , *          , instapayment             , $231173.42, WEBSTER BANK                                                                                                      , VP Sales                            , Shoshone                                         , "Music Academy ""Karol Szymanowski"" in Katowice"                                   , 50.6    , 19.3633201  , Poland                          , *
*         , *        , ****@****.jp , Female     , *          , jcb                      , $47690.83 , PATRIA BANK S.A.                                                                                                  , Programmer IV                       , Alaskan Athabascan                               , Instituto Superior de Paços de Brandão                                              , 38.3    , -7.7085755  , Portugal                        , *
*         , *        , ****@****.com, Male       , *          , maestro                  , $181857.76, CORNERSTONE BANK                                                                                                  , Tax Accountant                      , Cherokee                                         , Palacky University                                                                  , 50.4    , 14.9233449  , Czech Republic                  , *
*         , *        , ****@****.edu, Male       , *          , jcb                      , $495880.74, BRANCH BANKING & TRUST COMPANY                                                                                    , Professor                           , Melanesian                                       , Universitas Kristen Indonesia                                                       , -6.6    , 106.804564  , Indonesia                       , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $161531.79, FIRST TENNESSEE BANK                                                                                              , Recruiter                           , Chickasaw                                        , Corporación Universitaria de la Costa (UNICOSTA)                                    , 4.2     , -76.167375  , Colombia                        , *
*         , *        , ****@****.edu, Male       , *          , jcb                      , $689449.88, CATHAY BANK                                                                                                       , Desktop Support Technician          , Shoshone                                         , Universitas Semarang                                                                , -8.6    , 122.281829  , Indonesia                       , *
*         , *        , ****@****.gov, Female     , *          , jcb                      , $418652.68, Alisa Pankki Oyj                                                                                                  , Budget/Accounting Analyst III       , Bangladeshi                                      , Panzhihua University                                                                , 31.1    , 121.7458676 , China                           , *
*         , *        , ****@****.com, Male       , *          , instapayment             , $923419.36, Banque populaire Rives de Paris                                                                                   , VP Accounting                       , Puerto Rican                                     , Faculdades Integradas UPIS                                                          , -19.9   , -44.6113601 , Brazil                          , *
*         , *        , ****@****.cc , Male       , *          , maestro                  , $765884.90, "Fürstlich Castell'sche Bank, Credit-Casse Aktiengesellschaft"                                                    , Senior Cost Accountant              , Chamorro                                         , Our Lady of Fatima University                                                       , 9.9     , 126.065213  , Philippines                     , *
*         , *        , ****@****.br , Male       , *          , visa                     , $989544.64, FEDERAL RESERVE BANK                                                                                              , Research Nurse                      , Chinese                                          , Instituto Politécnico de Santarém                                                   , 41.1    , -7.5686677  , Portugal                        , *
*         , *        , ****@****.com, Female     , *          , americanexpress          , $741954.90, CREDITO COOPERATIVO CASSA RURALE ED ARTIGIANA DI PALIANO SOCIETA' COOPERATIVA                                     , Account Representative I            , Cheyenne                                         , Tibet Agricultural and Animal Husbandry College                                     , 35.4    , 103.352654  , China                           , *
*         , *        , ****@****.com, Female     , *          , maestro                  , $685617.64, BNP Paribas                                                                                                       , Structural Analysis Engineer        , Shoshone                                         , Universitas Ma Chung                                                                , -6.5    , 110.8463512 , Indonesia                       , *
*         , *        , ****@****.com, Male       , *          , solo                     , $348358.05, Sparkasse Reutte AG                                                                                               , Staff Accountant IV                 , Menominee                                        , Huazhong Agricultural University                                                    , 19.7    , 110.242109  , China                           , *
*         , *        , ****@****.com, Male       , *          , switch                   , $677253.73, BANCO BPM SOCIETA' PER AZIONI                                                                                     , Registered Nurse                    , Puget Sound Salish                               , University of Kuopio                                                                , 42.5    , 21.4694011  , Kosovo                          , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $194668.42, UNION BANK & TRUST                                                                                                , Database Administrator I            , Japanese                                         , University of International Business and Economics                                  , 35.7    , 116.489043  , China                           , *
*         , *        , ****@****.io , Male       , *          , laser                    , $234553.16, FIRSTBANK                                                                                                         , Web Developer II                    , Yuman                                            , "University of Elbasan ""Aleksander Xhuvani"""                                      , 41.2    , 19.5627596  , Albania                         , *
*         , *        , ****@****.ru , Male       , *          , maestro                  , $715513.26, Raiffeisenbank Stallhofen eGen                                                                                    , Research Assistant II               , Spaniard                                         , Foshan University                                                                   , 22.9    , 112.044491  , China                           , *
*         , *        , ****@****.gov, Female     , *          , laser                    , $175026.84, CITIZENS STATE BANK                                                                                               , Senior Sales Associate              , Ecuadorian                                       , Benemerita Universidad Autónoma de Puebla                                           , 28.4    , -106.8458626, Mexico                          , *
*         , *        , ****@****.net, Male       , *          , diners-club-carte-blanche, $694293.73, FIRST NATIONAL BANK                                                                                               , Administrative Assistant IV         , Iroquois                                         , Universitas Pekalongan                                                              , -7.0    , 112.5677183 , Indonesia                       , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $465248.93, REGIONS BANK                                                                                                      , Legal Assistant                     , Taiwanese                                        , University College of Borås                                                         , 60.0    , 15.819769   , Sweden                          , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $311548.55, FIRST SECURITY BANK                                                                                               , Quality Control Specialist          , Tohono O'Odham                                   , Hoseo University                                                                    , 37.7    , 127.0336819 , South Korea                     , *
*         , *        , ****@****.pl , Female     , *          , jcb                      , $812328.59, FIRST STATE BANK                                                                                                  , Financial Advisor                   , Lumbee                                           , University of Southern Mindanao                                                     , 10.8    , 122.9829759 , Philippines                     , *
*         , *        , ****@****.jp , Male       , *          , jcb                      , $664163.55, UNITED BANK                                                                                                       , Legal Assistant                     , Ottawa                                           , University of Agriculture and Veterinary Medicine Cluj-Napoca                       , 45.7    , 21.2472912  , Romania                         , *
*         , *        , ****@****.net, Male       , *          , visa-electron            , $160099.80, FIRST NATIONAL BANK                                                                                               , Business Systems Development Analyst, Central American                                 , Thaksin University                                                                  , 14.7    , 101.3658004 , Thailand                        , *
*         , *        , ****@****.ru , Male       , *          , jcb                      , $832453.28, INDEPENDENT BANK                                                                                                  , Technical Writer                    , Comanche                                         , Polytechnic Ibadan                                                                  , 11.9    , 8.9990801   , Nigeria                         , *
*         , *        , ****@****.com, Polygender , *          , visa-electron            , $289106.75, FARMERS STATE BANK                                                                                                , Speech Pathologist                  , Guamanian                                        , Jawzjan University                                                                  , 33.7    , 67.068153   , Afghanistan                     , *
*         , *        , ****@****.cz , Male       , *          , jcb                      , $273206.22, UNION BANK & TRUST                                                                                                , Tax Accountant                      , Taiwanese                                        , Singidunum University                                                               , 43.2    , 22.0309456  , Serbia                          , *
*         , *        , ****@****.com, Male       , *          , bankcard                 , $820945.86, Volksbank in Ostwestfalen eG                                                                                      , Junior Executive                    , Navajo                                           , Changchun University of Technology                                                  , 35.6    , 109.262961  , China                           , *
*         , *        , ****@****.edu, Male       , *          , mastercard               , $379011.42, BNP Paribas                                                                                                       , Social Worker                       , Korean                                           , Universidade Veiga de Almeida                                                       , -12.5   , -38.7110678 , Brazil                          , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $801628.92, UMB                                                                                                               , Environmental Tech                  , Tlingit-Haida                                    , FON University                                                                      , 41.2    , 20.6793311  , Macedonia                       , *
*         , *        , ****@****.au , Female     , *          , jcb                      , $170076.24, Vereinigte Volksbank Raiffeisenbank eG                                                                            , Office Assistant II                 , Seminole                                         , Mid-Sweden University                                                               , 59.3    , 17.9509504  , Sweden                          , *
*         , *        , ****@****.com, Female     , *          , mastercard               , $800682.52, COMMERZBANK Aktiengesellschaft                                                                                    , Tax Accountant                      , Laotian                                          , Dagestan State University                                                           , 45.4    , 40.5244001  , Russia                          , *
*         , *        , ****@****.cz , Female     , *          , china-unionpay           , $796549.49, US BANK                                                                                                           , Accounting Assistant II             , Alaska Native                                    , Instituto Piaget                                                                    , 41.5    , -8.3019136  , Portugal                        , *
*         , *        , ****@****.com, Female     , *          , diners-club-carte-blanche, $678550.24, Swedbank AB                                                                                                       , Operator                            , Malaysian                                        , Tianjin University of Finance & Economics                                           , 39.3    , 77.597552   , China                           , *
*         , *        , ****@****.br , Female     , *          , mastercard               , $637054.87, Tunisian foreign bank                                                                                             , Internal Auditor                    , Cambodian                                        , Kuban State University                                                              , 58.6    , 59.8241142  , Russia                          , *
*         , *        , ****@****.com, Male       , *          , switch                   , $574834.70, RENASANT BANK                                                                                                     , Recruiting Manager                  , Indonesian                                       , Yunnan University                                                                   , 38.5    , -122.8049523, China                           , *
*         , *        , ****@****.com, Polygender , *          , diners-club-enroute      , $152638.72, Bankhaus E. Mayer Aktiengesellschaft                                                                              , Geologist III                       , Cambodian                                        , Corporación Universitaria Tecnológica de Bolivar                                    , 5.3     , -73.818222  , Colombia                        , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $221658.64, BRED Cofilease                                                                                                    , Web Developer IV                    , Ottawa                                           , Czech University of Agriculture Prague                                              , 49.5    , 14.042856   , Czech Republic                  , *
*         , *        , ****@****.org, Non-binary , *          , jcb                      , $386219.61, Kreissparkasse Schwalm-Eder                                                                                       , Marketing Manager                   , Micronesian                                      , Universitas Madura                                                                  , -10.0   , 124.5306837 , Indonesia                       , *
*         , *        , ****@****.org, Non-binary , *          , jcb                      , $880126.37, BANCO POPULAR                                                                                                     , Associate Professor                 , Thai                                             , University of lloilo                                                                , 8.0     , 123.7755602 , Philippines                     , *
*         , *        , ****@****.com, Female     , *          , bankcard                 , $736777.30, FIRST NATIONAL BANK                                                                                               , VP Product Management               , Central American                                 , Shaw University                                                                     , 36.0    , -83.7942551 , United States                   , *
*         , *        , ****@****.com, Female     , *          , mastercard               , $361570.60, Sparkasse Duisburg                                                                                                , Media Manager I                     , Cherokee                                         , Universidade Independente                                                           , 38.5    , -9.1065809  , Portugal                        , *
*         , *        , ****@****.com, Male       , *          , diners-club-international, $730055.37, VR Bank Westfalen-Lippe eG                                                                                        , Paralegal                           , Peruvian                                         , Pangasinan State University                                                         , 16.9    , 120.8934263 , Philippines                     , *
*         , *        , ****@****.ru , Female     , *          , mastercard               , $185102.55, Altura Credit Union Limited                                                                                       , Project Manager                     , Venezuelan                                       , Pontificia Universidade Católica do Paraná                                          , -26.0   , -52.5678016 , Brazil                          , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $657396.26, Caisse régionale de crédit agricole mutuel Val de France                                                          , Assistant Professor                 , Indonesian                                       , American University of Science and Technology                                       , 33.3    , 35.2037641  , Lebanon                         , *
*         , *        , ****@****.gov, Female     , *          , americanexpress          , $12454.95 , FARMERS & MERCHANTS BANK                                                                                          , Nurse                               , Black or African American                        , University of Oslo                                                                  , 60.2    , 12.0056     , Norway                          , *
*         , *        , ****@****.com, Male       , *          , americanexpress          , $976192.16, MERKANTI BANK LIMITED                                                                                             , Business Systems Development Analyst, Lumbee                                           , Fujian University of Traditional Chinese Medicine                                   , 22.7    , 113.418215  , China                           , *
*         , *        , ****@****.com, Polygender , *          , jcb                      , $114836.04, FIRST MERCHANTS BANK                                                                                              , Tax Accountant                      , Crow                                             , Colegio de San Juan de Letran                                                       , 14.1    , 122.0496521 , Philippines                     , *
*         , *        , ****@****.ru , Male       , *          , americanexpress          , $926234.43, BANK OF AMERICA                                                                                                   , Food Chemist                        , Puget Sound Salish                               , Yunnan Normal University                                                            , 30.5    , 117.134282  , China                           , *
*         , *        , ****@****.com, Male       , *          , maestro                  , $721839.09, BMO HARRIS BANK                                                                                                   , Budget/Accounting Analyst II        , Alaskan Athabascan                               , Dalian University                                                                   , 31.1    , 121.370354  , China                           , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $735716.82, CAPITAL BANK                                                                                                      , Junior Executive                    , Alaska Native                                    , Academy of Sports and Physical Training                                             , 40.4    , 19.8451169  , Albania                         , *
*         , *        , ****@****.br , Male       , *          , switch                   , $757258.50, BMO HARRIS BANK                                                                                                   , Human Resources Assistant IV        , Bolivian                                         , Wuhan Technical University of Surveying and Mapping                                 , 22.7    , 113.823131  , China                           , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $742482.82, Raiffeisenbank Attergau eGen                                                                                      , Health Coach IV                     , Peruvian                                         , China University of Mining Technology - Beijing                                     , 37.3    , 116.576092  , China                           , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $657581.21, "Caixa Rural D'Algemesí, S. Coop. V. de Crédit"                                                                   , Occupational Therapist              , Paiute                                           , Philippine Women's University                                                       , 15.7    , 119.9351455 , Philippines                     , *
*         , *        , ****@****.org, Male       , *          , china-unionpay           , $259057.34, CAPITAL CITY BANK                                                                                                 , VP Accounting                       , Shoshone                                         , "Universidad Pedagógica ""José Martí"", Camagüey"                                   , 22.1    , -79.7231612 , Cuba                            , *
*         , *        , ****@****.ca , Male       , *          , jcb                      , $160954.19, Volksbank Heiden eG                                                                                               , Environmental Specialist            , Puerto Rican                                     , St. Petersburg State University of Waterway Communications                          , 57.0    , 61.4210476  , Russia                          , *
*         , *        , ****@****.com, Male       , *          , instapayment             , $326485.56, RAIFFEISEN Spar + Kreditbank eG                                                                                   , Operator                            , Guamanian                                        , Queen Arwa University                                                               , 15.6    , 43.55633    , Yemen                           , *
*         , *        , ****@****.edu, Male       , *          , bankcard                 , $711711.35, BNP Paribas                                                                                                       , Community Outreach Specialist       , Micronesian                                      , Universitas Muhammadiyah Makassar                                                   , -8.5    , 115.1682089 , Indonesia                       , *
*         , *        , ****@****.com, Genderqueer, *          , diners-club-international, $378724.38, FNZ Bank SE                                                                                                       , Chemical Engineer                   , Asian Indian                                     , University of the West Indies St. Augustine                                         , 10.6    , -61.495357  , Trinidad and Tobago             , *
*         , *        , ****@****.edu, Bigender   , *          , visa                     , $814423.17, FARMERS STATE BANK                                                                                                , Senior Cost Accountant              , Puget Sound Salish                               , Drzavni Univerzitet u Novom Pazaru                                                  , 45.6    , 20.0459853  , Serbia                          , *
*         , *        , ****@****.com, Female     , *          , mastercard               , $630298.44, PROSPERITY BANK                                                                                                   , Community Outreach Specialist       , South American                                   , Taiyuan University of Technology                                                    , 30.9    , 100.311368  , China                           , *
*         , *        , ****@****.org, Male       , *          , bankcard                 , $989682.09, BANK OF HOPE                                                                                                      , Payment Adjustment Coordinator      , Pakistani                                        , Universidade do Oeste Paulista                                                      , -23.6   , -51.4650904 , Brazil                          , *
*         , *        , ****@****.com, Bigender   , *          , jcb                      , $200934.07, BANNER BANK                                                                                                       , Structural Analysis Engineer        , Chickasaw                                        , Universidad Técnica de Machala                                                      , -4.1    , -78.948623  , Ecuador                         , *
*         , *        , ****@****.gov, Female     , *          , jcb                      , $292534.81, PNC BANK                                                                                                          , VP Quality Control                  , Argentinian                                      , Universitas Khairun                                                                 , -7.0    , 110.4381254 , Indonesia                       , *
*         , *        , ****@****.com, Female     , *          , diners-club-enroute      , $548925.91, PINNACLE BANK                                                                                                     , Web Designer III                    , Paraguayan                                       , University of Science and Technology of China                                       , 31.2    , 121.424624  , China                           , *
*         , *        , ****@****.com, Male       , *          , switch                   , $579482.19, FARMERS BANK                                                                                                      , Senior Developer                    , Cherokee                                         , Universidad Catolica de Azogues                                                     , -0.7    , -77.14083   , Ecuador                         , *
*         , *        , ****@****.it , Male       , *          , laser                    , $264088.13, PINNACLE BANK                                                                                                     , Executive Secretary                 , Pima                                             , Universitas Bojonegoro                                                              , -8.4    , 115.674668  , Indonesia                       , *
*         , *        , ****@****.org, Male       , *          , mastercard               , $88542.41 , FIRST NATIONAL BANK                                                                                               , Junior Executive                    , Latin American Indian                            , Nicolaus Copernicus University of Torun                                             , 51.6    , 19.3967389  , Poland                          , *
*         , *        , ****@****.com, Female     , *          , diners-club-carte-blanche, $907096.96, GREAT SOUTHERN BANK                                                                                               , Accountant II                       , Filipino                                         , Hebei University of Science and Technology                                          , 25.9    , 114.7766667 , China                           , *
*         , *        , ****@****.com, Male       , *          , diners-club-enroute      , $594862.98, CAPITAL BANK CORPORATION                                                                                          , Analog Circuit Design manager       , Ecuadorian                                       , East-Siberian State Institute of Culture                                            , 59.2    , 163.067535  , Russia                          , *
*         , *        , ****@****.com, Male       , *          , diners-club-enroute      , $758152.14, Sparkasse Horn-Ravelsbach-Kirchberg Aktiengesellschaft                                                            , Information Systems Manager         , Sioux                                            , Wesleyan University Philippines                                                     , 11.2    , 124.572975  , Philippines                     , *
*         , *        , ****@****.pl , Female     , *          , visa                     , $238597.69, FIRST STATE BANK                                                                                                  , Payment Adjustment Coordinator      , Cree                                             , University of Regina                                                                , 46.6    , -64.386599  , Canada                          , *
*         , *        , ****@****.org, Female     , *          , switch                   , $355496.74, FIRST NATIONAL BANK                                                                                               , Director of Sales                   , Nicaraguan                                       , University of Pisa                                                                  , 45.5    , 9.203123    , Italy                           , *
*         , *        , ****@****.edu, Female     , *          , jcb                      , $454545.25, BNP Paribas                                                                                                       , Quality Control Specialist          , Cherokee                                         , Zhongnan University of Finance and Economics                                        , 31.1    , 118.575306  , China                           , *
*         , *        , ****@****.com, Female     , *          , americanexpress          , $896192.37, S & T BANK                                                                                                        , Senior Sales Associate              , Pima                                             , Naresuan University                                                                 , 14.3    , 101.0315823 , Thailand                        , *
*         , *        , ****@****.net, Male       , *          , americanexpress          , $649597.71, Sparkasse Altötting-Mühldorf                                                                                      , General Manager                     , Tlingit-Haida                                    , Instituto Mauá de Tecnologia                                                        , -15.8   , -50.265662  , Brazil                          , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $8584.45  , BBBank eG                                                                                                         , Senior Sales Associate              , Tohono O'Odham                                   , Southern Medial University                                                          , 22.5    , 103.93935   , China                           , *
*         , *        , ****@****.com, Male       , *          , jcb                      , $121359.36, FIRST NATIONAL BANK                                                                                               , Data Coordinator                    , Iroquois                                         , Lancaster University Ghana                                                          , 6.8     , -1.566667   , Ghana                           , *
*         , *        , ****@****.com, Genderfluid, *          , visa-electron            , $898005.66, SALT BANK S.A                                                                                                     , Accountant I                        , Tohono O'Odham                                   , Oduduwa University                                                                  , 8.8     , 3.7587457   , Nigeria                         , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $542012.59, BANK OF AMERICA                                                                                                   , Environmental Tech                  , Tlingit-Haida                                    , Chongqing University of Science and Technology                                      , 35.4    , 112.283403  , China                           , *
*         , *        , ****@****.org, Female     , *          , jcb                      , $237728.67, TD BANK                                                                                                           , Automation Specialist II            , Paraguayan                                       , Universitas Hasanuddin                                                              , -7.3    , 111.9149875 , Indonesia                       , *
*         , *        , ****@****.com, Male       , *          , visa                     , $831559.65, FARMERS BANK                                                                                                      , Cost Accountant                     , Cree                                             , International University of Japan                                                   , 37.9    , 139.3167305 , Japan                           , *
*         , *        , ****@****.com, Female     , *          , jcb                      , $629836.47, BANCO BPM SOCIETA' PER AZIONI                                                                                     , Senior Quality Engineer             , Venezuelan                                       , Guangdong University of Technology                                                  , 37.4    , 118.674614  , China                           , *
